Word,DensityAtRadius0.550,DensityAtRadius0.525,DensityAtRadius0.500,DensityAtRadius0.475,DensityAtRadius0.450,DensityAtRadius0.425,DensityAtRadius0.400,DensityAtRadius0.375,DensityAtRadius0.350,SpearmanAtRadius0.550,SpearmanAtRadius0.525,SpearmanAtRadius0.500,SpearmanAtRadius0.475,SpearmanAtRadius0.450,SpearmanAtRadius0.425,SpearmanAtRadius0.400,SpearmanAtRadius0.375,SpearmanAtRadius0.350,IsNeologism
compost,35,73,150,302,599,1064,1767,2742,4077,0.24268706611622118,0.20291637382534078,0.2018591910535659,0.22383786138488185,0.25621359893542844,0.2713629902048276,0.27769250882601243,0.28464066261904014,0.2825891395853243,0
regulator,32,79,173,322,662,1251,2145,3331,4903,0.5482414379652834,0.5127657307279446,0.5046415205701327,0.4976005175530464,0.45731572462549785,0.4438586950741819,0.4296466091554747,0.4193708459244158,0.4010148228405784,0
breech,24,60,107,252,486,813,1278,2038,3142,0.2042921636162558,0.18166739553393835,0.23931778380937577,0.24636821342059256,0.25297358475767334,0.2715208200141856,0.3004163198170171,0.30830021907619454,0.30033971149847105,0
godmother,2,6,17,35,92,228,495,1045,1992,-0.1508535875755016,-0.09962353621978311,-0.09979009094879114,-0.031419817774870504,-0.03167714574057853,0.034992272433589405,0.06712869432634529,0.11522710425304197,0.15048982431467076,0
impersonation,8,19,63,154,347,662,1215,2053,3311,0.041074754138786126,0.25287803279236754,0.2533402408977928,0.31849675911929576,0.32033942026685797,0.30099699884808545,0.2774652698306399,0.26762183890945124,0.2537299017655327,0
inoculation,146,244,386,568,807,1151,1676,2490,3768,0.5500866013158194,0.562901080939802,0.538028284245149,0.5182210741416876,0.5001258848027963,0.4582691241939102,0.42699712922840066,0.39497091854810923,0.36189706777976544,0
uselessness,14,26,52,147,293,532,966,1620,2613,-0.143522554243748,-0.10952646054453585,-0.06836061271860908,0.012691146303127067,0.07428130927191956,0.09468715563211814,0.10759686928728486,0.11785208328307328,0.1370425154326582,0
definiteness,96,229,471,832,1347,2068,3062,4320,5000,0.09990068988103028,0.1682533964688675,0.2252048927711625,0.2442946103432061,0.2432460178809279,0.23817080007737415,0.23744402567321693,0.23683026652222336,0.23331012061186288,0
canister,31,58,113,198,386,743,1416,2389,3790,0.18170960748348433,0.1698494422793723,0.13104198030088496,0.20773183991906494,0.18659016437115628,0.23194409214977624,0.23359980892264037,0.2498586808714159,0.2557331694595937,0
mimicry,15,36,96,279,560,1005,1714,2794,4270,0.19305253379060996,0.09691481890038067,0.16987432568669325,0.19832447834145248,0.18944534369580568,0.16749818294859015,0.17304663016481334,0.17084284237472658,0.1684809742932238,0
sociability,10,20,40,73,147,282,551,1046,1839,0.17106486103103796,-0.04820533098515935,-0.014119328922827957,-0.021330197815751906,-0.014696976553128719,0.034697528080144174,0.07582881742279915,0.11234650900966915,0.12911742512335356,0
bleach,21,77,186,380,704,1153,1848,2890,4325,0.5105755517572442,0.42457948330657164,0.3795941102256959,0.34273941246999806,0.34556090907713766,0.32812663090974287,0.315901775992095,0.29845978658151806,0.2911206577820023,0
caper,0,0,0,6,34,109,327,879,1938,NaN,NaN,NaN,0.0647975920519605,0.05655238988895853,0.13157807432332344,0.15489068784874716,0.1558909502587796,0.1729928861498433,0
sub-committee,16,23,47,96,216,420,769,1289,2024,0.5896518012238117,0.5595505600572406,0.5251816440021124,0.4987559147590261,0.4293181833386538,0.4221364723508806,0.4186144308267308,0.4152042879622562,0.39976130519330655,0
merchantmen,32,51,77,114,184,286,462,729,1138,0.027060847568228602,0.026144088628972793,0.1024165429769152,0.11428931251630393,0.13721926135374837,0.1664734678874784,0.18173723416245252,0.18778249687243484,0.21801556633851601,0
mainsail,101,133,195,314,474,755,1225,1997,3146,-0.0023461530670486077,0.01919772548516004,0.03644997169837143,0.09000488214251244,0.12097543611635511,0.1569487978942091,0.1972129788465334,0.21566012487099437,0.22053480221787647,0
mogul,1,1,4,5,12,33,86,186,451,-0.5294117647058824,-0.5294117647058824,-0.012899896800825594,-0.11702786377708978,0.06756439758663489,-0.007398946766222345,0.12923111332898474,0.20270052904388922,0.21573848629581913,0
spec,27,78,190,380,637,1014,1635,2488,3656,0.05806044234054762,0.029459852007950867,0.012531409817883962,0.019821098402077977,0.048468875137940834,0.05286426914213067,0.06915578588803556,0.08625813312804763,0.12139278185271965,0
skeptic,45,71,113,208,418,809,1432,2418,3780,-0.09868553765581724,-0.056010719158402944,0.054913746453352515,0.10817729904281305,0.15066918339872593,0.16185415185112462,0.1760906522813751,0.1861777150266297,0.19705587165566174,0
touchstone,1,2,19,92,305,754,1549,2704,4408,0.16821465428276572,0.43151238511621914,0.36811569772816244,0.3367363216537903,0.3479507824953235,0.3391693177462973,0.32245661937802883,0.3100609024172879,0.3015861002077455,0
terrapin,17,60,142,251,421,683,1120,1866,3194,0.5939206180309431,0.43673431291388554,0.40455036756165536,0.35368523462317364,0.3204698899771518,0.2825470056829397,0.24788764785057427,0.20791323793278252,0.19302375016728987,0
angler,1,1,3,5,7,17,53,116,272,-0.18885448916408668,-0.18885448916408668,0.08883060790956325,0.2236846069595977,0.15969789829670963,0.12471556298543952,0.15042082912667884,0.16445573273003503,0.18073948881754606,0
autocrat,0,1,1,2,7,24,66,174,453,NaN,-0.9298245614035088,-0.9298245614035088,-0.14387569103328585,-0.032236278251990984,-0.11221465074591412,0.017071527998681935,0.11776557324693557,0.1402954643639997,0
surname,6,7,8,14,54,142,340,837,1888,-0.3311172932961181,-0.3772207651292347,-0.26528362537412836,-0.14712280963627464,0.06518576812455447,0.09533759443925212,0.12105631380607268,0.12799942594644292,0.13788832110379368,0
substratum,37,176,417,862,1496,2347,3437,4734,5000,0.17063973517238507,0.2752648353181027,0.29276777267846404,0.2909570726516389,0.2951736641446104,0.2915823313217163,0.2886139556219949,0.2784210365907394,0.27753314224287806,0
smattering,0,0,0,3,4,13,36,88,242,NaN,NaN,NaN,-0.2358695832704246,-0.4052303608274314,-0.04896493511158192,0.10280826813510832,0.1554279237127494,0.24101617423016225,0
marksman,13,23,45,97,176,317,630,1219,2191,0.1341607448181273,0.24541730840688922,0.1339271020928244,0.2148560180059383,0.25654050552422947,0.2840528050471616,0.258778918072348,0.2653613638283331,0.2552790457152704,0
archery,7,12,19,31,66,103,155,277,539,0.3348506496378965,0.27286676636022256,0.4394912848234808,0.39776795424199535,0.3482713198845164,0.35258736212717734,0.3744157408293881,0.3822860850375325,0.3383515194474758,0
confidante,3,13,33,85,169,341,651,1136,2022,-0.6246867174638323,-0.1572325965057926,-0.1125953758578453,0.048419420234391435,0.12673900344959224,0.19431345407163042,0.21426787380284656,0.23097111798429787,0.24131697573849534,0
men-of-war,49,78,113,169,265,416,610,947,1466,0.008372550335320592,0.08246796194146068,0.0977912190975527,0.11807802574546321,0.12845220057217238,0.17628235051927324,0.18872184461080582,0.21802733263535112,0.2319708212427853,0
redness,77,150,280,537,978,1712,2855,4315,5000,0.2537342989575722,0.19155965325893162,0.222924185780521,0.22212193877901779,0.21610535017395605,0.2206554687279467,0.2268601976843624,0.23172132785467286,0.23111305735768145,0
basalt,243,389,635,1003,1568,2342,3339,4536,5000,0.07307794458764401,0.09693313561449385,0.12778250040760228,0.13647979902413765,0.1619017903564543,0.17598236855920776,0.1915194032355688,0.2058025996762197,0.20900268098833275,0
thong,107,197,357,649,1005,1481,2209,3196,4525,0.10820684308832106,0.06331434621502287,0.12891902960617876,0.14486868299007855,0.15980853572482193,0.1691971756998916,0.1786634360611832,0.18393706937815146,0.18917668062856682,0
physiologist,86,137,195,291,509,869,1576,2571,3998,0.48178857244422546,0.47948383821794216,0.456766765883485,0.43329144542702447,0.4177646218161807,0.3911084468057542,0.38818719382081884,0.37469961953718406,0.35358275594090033,0
lexicon,14,25,48,119,260,504,979,1695,2898,0.052162610691112096,0.1418763668827911,0.17174009877757948,0.1914634203991067,0.2218096673178461,0.2561962295515002,0.2889763705382494,0.29030615721614056,0.29670132870338795,0
hee,0,2,2,14,72,228,603,1224,1975,NaN,0.6275625968245147,0.6275625968245147,0.19071725439085638,0.059759412738740365,0.0267034537303419,-0.011563904889409489,-0.012817214174898466,-0.0031298350243274395,0
essayist,93,154,261,433,687,1115,1719,2568,3855,0.15970146827181855,0.17970368711638265,0.23672156510366227,0.31230439609120486,0.3203328485045536,0.32108075109528744,0.3146109916387154,0.3041731315737055,0.29364339303415454,0
serfdom,16,28,60,119,244,451,827,1418,2357,-0.2651346257311724,-0.21322656307606697,-0.0732164733078986,0.10095353758615205,0.12708042696529878,0.17000568854628895,0.174431565575298,0.19573945924263333,0.2118959964367521,0
hatter,0,1,8,23,115,311,668,1230,2249,NaN,-0.26964169230194945,-0.223307388217472,-0.15105700043645012,-0.05727493024114267,-0.014090172730082316,0.012628291964037353,0.0651976663771603,0.09255496327980504,0
helmsman,27,50,100,157,243,369,578,951,1615,-0.04814079907351733,-0.0442678818479909,-0.03621628659574893,0.0027277000715838955,0.03816569623888422,0.10404336285620558,0.16431191294750871,0.1977401512842101,0.2201836431969219,0
snipe,4,21,37,74,126,251,481,917,1726,0.03257529979243061,0.03503141046375135,0.10002850275614043,0.16853483835285737,0.1409986892961063,0.15104649797041741,0.11803487783022468,0.11358351517735905,0.11087901086498754,0
apotheosis,2,12,41,108,245,567,1127,1933,3204,-0.47841926318804584,0.18329353994121325,0.2564664532603559,0.26889128067083456,0.3066993841833658,0.29916599358223717,0.2690161983238228,0.2598826085507471,0.23323072686390736,0
hasn,7,11,12,14,25,84,244,538,1049,0.22278263322728845,0.20214562998018515,0.17510190271304216,0.2068530176282523,0.2373457154862702,0.17773326193116382,0.202922816682706,0.23249284145240767,0.267973740321755,0
porpoise,4,11,30,80,160,318,640,1179,2138,0.07027059179493265,0.2931783927916955,0.09931303262964472,0.22035678737621237,0.20941153834117268,0.18621167980526804,0.17943108064112298,0.188280488097196,0.2016722196833251,0
mainspring,1,1,3,4,14,64,242,684,1609,-0.5778036263613202,-0.5778036263613202,0.2922644657529376,0.13904816574259649,0.414805990048846,0.36528768134053585,0.3756095580030045,0.3653460080829327,0.36071801485109306,0
lunacy,2,3,5,14,26,45,107,243,585,-0.17750257997936014,-0.3938768489852081,-0.47268142257845114,-0.12973556373660694,0.03638664224681676,0.08689927827837367,0.17073009049779575,0.1610489642483767,0.18257314912756392,0
broomstick,2,15,71,245,661,1468,2587,4118,5000,-0.060248151587389165,0.025913768507307533,0.06517085284307389,0.13390119445538262,0.181326373218709,0.20391702715120943,0.20859050298061155,0.22219523256600543,0.22857574372202016,0
ill-health,16,33,89,173,336,576,935,1588,2498,-0.0062740871297656126,0.15949851225724918,0.24907494634755278,0.30095612716980147,0.2784565652310087,0.2512480690255327,0.23991804774253675,0.23584034543720225,0.23320446882308657,0
granary,0,0,1,6,20,52,136,365,746,NaN,NaN,0.1998259355631945,0.30769700753611046,0.17520774978499196,0.08176629142856037,0.1865191926542536,0.16009683480265274,0.16139101621852708,0
schoolmate,33,67,126,236,407,704,1125,1750,2632,-0.0440532471101113,0.16808931172747082,0.24050262224911736,0.26840844354252985,0.2787667642606063,0.28510343942982463,0.2965277584032964,0.29401811139659784,0.288072171996176,0
foray,2,2,6,11,23,54,126,297,629,-0.5345717234262126,-0.5345717234262126,0.21979559512630412,0.164404622114595,0.11029342216364979,0.04278622427573381,0.13504628174511074,0.18904899855012472,0.2536131801457216,0
noblesse,3,4,7,20,65,218,541,1147,2148,-0.12178179694906884,-0.3016046655652588,-0.12469351039467767,-0.11507187852309694,-0.05341730976721114,-0.02965993010030867,-0.03178700520926817,-0.009475445209160072,0.021136694637197837,0
dispenser,0,0,0,1,3,9,36,92,293,NaN,NaN,NaN,0.24045407636738902,-0.5087345963280828,-0.254083866927829,0.050885070691970166,0.11562012104312709,0.1565540669466362,0
antechamber,29,46,68,128,239,397,732,1250,2122,-0.12105604356267098,-0.034785729302134895,0.029105526435266288,0.08787544472849311,0.08982119292757923,0.118886707104094,0.1270585825042218,0.1297726174315986,0.1443368544324734,0
commutation,9,24,58,121,244,479,868,1488,2460,0.32190956263021353,0.18157936396752997,0.1740000605283487,0.25190135094480776,0.24524098954284826,0.2697076575769473,0.27063069576794024,0.29295085405623916,0.29906062428774327,0
lioness,11,17,33,78,155,341,674,1298,2429,0.13782802843001066,0.09473543829768968,0.10922223840128956,0.11228671818690546,0.0421210837751233,0.038706675615450964,0.04019427127584496,0.060724119072458824,0.08374389484976508,0
hatchway,216,389,654,1099,1635,2332,3297,4556,5000,0.18246355112279278,0.18324861376529153,0.19710833551235987,0.20009130749754483,0.215442736285897,0.23119537653102368,0.2250941050220085,0.23359346460833147,0.23576494128088407,0
coxswain,9,20,48,91,183,308,508,887,1519,0.042726027260851535,-0.15535723126384035,0.06722672175074948,0.030332981621549408,0.0842434652378737,0.14778905238111947,0.1979947695565197,0.24632358221546136,0.276281586034328,0
furlong,1,1,1,5,15,67,239,648,1476,-0.12693498452012383,-0.12693498452012383,-0.12693498452012383,0.3287327043690788,0.2950884331538636,0.27314101708679767,0.325534660385244,0.3138033794114809,0.3045156367240501,0
predicate,272,473,787,1268,1998,2957,4168,5000,5000,0.3608144407501483,0.34637509740490435,0.3086131005159552,0.2932560424572661,0.2820896938343251,0.2739589692882781,0.2736051486994823,0.27322670844618746,0.27322670844618746,0
revocation,39,75,146,265,476,806,1336,2068,3147,0.03775829905237607,0.01677280341158005,0.06934904447965827,0.10288409474281392,0.11105069339969176,0.1382784577937331,0.1851265186448518,0.1992283582185287,0.21746916770271438,0
excommunication,6,13,28,70,150,307,650,1222,2086,-0.28891306726439203,-0.3084573148881669,-0.28091374013210485,-0.18761579614951884,-0.061792963530896874,-0.07622038848303302,-0.0019483924826218303,0.03860696769044777,0.08345579791265337,0
oddity,14,28,68,168,372,730,1366,2380,3855,0.02174797171827234,0.11116930127215521,0.14457618109852485,0.15331453070322637,0.19585717032073763,0.22658962964585902,0.2224299663014067,0.22591668577390597,0.21859595729833667,0
thyme,321,465,664,914,1234,1730,2445,3477,5000,0.13864522499504756,0.14699290072683027,0.13733637609098798,0.14113452044891986,0.13546739410823175,0.13107231056676835,0.13192109549264244,0.12724998153563297,0.13022621999689976,0
pawnbroker,12,28,60,123,226,435,855,1581,2763,-0.022862493325109978,0.09697333000881374,0.10679107269319633,0.1466762941096582,0.1731209441125379,0.18766935076057525,0.21434585848715518,0.23977072828052062,0.2611422173192647,0
bluntness,39,91,155,277,453,721,1149,1832,2871,-0.06925781937754066,-0.09442280196551174,-0.08995581410774867,-0.008713060766931114,0.024373420865874462,0.035847406312735634,0.05973850440553215,0.0973158231264801,0.12294552766775839,0
idiocy,9,29,77,167,337,662,1154,1889,2987,-0.0034887199483589018,0.27972794184217353,0.13957997974406863,0.11771002427022617,0.1271423137150202,0.13567060074321163,0.1538889976065957,0.17725189984079792,0.18828605147024297,0
sentimentalist,58,111,190,307,534,939,1681,2807,4387,0.08497053921127885,0.07480568215058983,0.12340664306313211,0.14304994431472814,0.1643149976805974,0.1811433806223745,0.18544273210299786,0.18817345567748486,0.18883959229164873,0
shire,1,4,6,8,14,26,68,190,425,-0.391124871001032,-0.11932475421315068,-0.14529674417759986,-0.021801831007089663,-0.13777850410146003,-0.11634118996535195,-0.018044692754832642,0.08745849774334674,0.12037070506065885,0
saunter,0,2,6,22,76,218,548,1158,2228,NaN,-0.031111536646275195,-0.1302725098720691,0.005851530621253303,0.17252459419447339,0.20848828716786105,0.21582907432167228,0.22056823415534052,0.20734547751041538,0
tete-a-tete,3,7,18,36,85,185,407,854,1623,-0.17853457172342624,-0.20519919321243132,-0.08552696126524761,-0.06522075771344418,-0.01094976537454778,-0.012819125748600824,0.04853728087885745,0.08145682226617246,0.12285141214567924,0
wellbeing,37,90,213,459,872,1540,2528,3718,5000,0.1670966511756466,0.23266962470054106,0.27519741533648007,0.26784978236933316,0.28016525873158266,0.2663487680833684,0.26569801471471494,0.27090760806637393,0.2683237191246446,0
gypsum,184,310,517,787,1180,1746,2460,3495,4835,0.24057973504741967,0.2688642281012072,0.28021651935822195,0.29875995744883493,0.29473916137288075,0.28502746634578324,0.2815571030821307,0.27546679531722323,0.2788497600640684,0
siesta,2,3,8,17,42,77,172,460,1159,0.5672270810932674,0.6302193976157504,0.16295009097700514,0.15033870276284814,-0.025922161781699208,0.05146135755888802,0.1390292127795403,0.0967010749287857,0.12245095976478636,0
chattel,0,1,8,18,39,89,213,481,1083,NaN,0.2965763707537636,-0.20923266597843126,0.015695582801264183,-0.13156259307546975,-0.05711809367089434,0.03970629532712083,0.09650488614652791,0.15469792663157003,0
abrogation,181,343,603,997,1551,2308,3216,4390,5000,0.2702941829476657,0.2809999955041854,0.2845999966786594,0.29139552332995117,0.30093081158373,0.2886010051364861,0.29055735913683006,0.2793324293261552,0.2793506113093774,0
cocoanut,84,189,387,680,1128,1763,2736,4082,5000,0.2533443596080642,0.2273392782577884,0.21027624909120618,0.21011457698151834,0.1992995965077668,0.1961672287194718,0.20742791669886565,0.21706291334414407,0.2198012635798546,0
surfeit,0,3,7,21,51,175,445,1031,2076,NaN,-0.12209491816031337,0.0399853093852383,-0.016713398366928083,0.12000228997695113,0.13575046980645578,0.19244838672261277,0.1661768557316974,0.1854246863468711,0
tambourine,46,75,113,180,318,587,1135,2123,3720,0.24789956198191673,0.3120267290728557,0.27160073383533495,0.217976607638531,0.19949396809797712,0.19916778357451972,0.1831799478467314,0.1948372836679462,0.20110666658075987,0
half-brother,47,71,113,199,346,610,968,1584,2507,0.10922550498812812,0.09436121986280473,0.10662538942122467,0.12812802669428672,0.16240900897988006,0.18983198281043298,0.19212118619300653,0.21321956346761536,0.20656826845346796,0
smoking-room,26,38,82,152,276,497,884,1569,2598,0.12948566252422633,0.22695730307321996,0.3039603940111926,0.2710636300775059,0.2770261175083478,0.2843673877841157,0.28389071649862885,0.2766033268387042,0.2677355796799694,0
steersman,44,91,154,235,383,648,1098,1853,2982,-0.11232828256025869,-0.08693437269889488,-0.0075341935657789625,0.01308916491071889,0.05096708944179821,0.10447780210080922,0.1337471051103278,0.15234533429423036,0.17509321690081214,0
curio,1,2,6,22,66,140,361,826,1753,-0.4027868726929241,0.12969071179255626,0.33326995093109696,0.17816785848638236,0.22677679820098245,0.3220789863923423,0.29132028114135294,0.2866657855462061,0.2741570372957646,0
corolla,511,813,1289,1981,2918,4091,5000,5000,5000,0.1944424889785058,0.19283241705656617,0.20248546764634634,0.2155599420853119,0.2336794116808957,0.24895724946237055,0.25010744370744487,0.25010744370744487,0.25010744370744487,0
fastness,0,0,3,7,33,123,336,772,1619,NaN,NaN,0.010590458912520565,0.16706114182341933,0.023879263783863944,0.10179837252319866,0.11431007055931482,0.1253185959144389,0.14130997261452694,0
guano,11,32,68,147,332,652,1153,1968,3187,0.33695949491147065,0.26300178255749096,0.24547820755703387,0.2435209861599588,0.24585977199723302,0.26551526185241625,0.27899302300605333,0.2671735790560389,0.2673713199976582,0
merchantman,54,76,109,162,242,363,540,789,1267,-0.04831527226817959,-0.01783965512571679,0.03875376945293639,0.06738497992062627,0.09334562304958369,0.12626806668066762,0.14896277054331689,0.18191144776337076,0.1841732723366442,0
ferryman,3,8,24,70,156,337,683,1347,2371,-0.5136874599586405,-0.24441571129422832,-0.16417943057098308,-0.09666977721299033,-0.027871282424629742,-0.0177336609454651,0.03826183564304931,0.07908638978443504,0.11453966647207973,0
domestication,20,48,137,300,623,1225,2121,3400,4966,0.2909283696797407,0.32946581838413125,0.32049351716697516,0.30322972870355824,0.31777337923412297,0.3092352462361943,0.30560381218473925,0.2935530447665104,0.28366594494149844,0
trefoil,0,0,0,1,4,21,99,387,1044,NaN,NaN,NaN,-0.20808834356687186,-0.11610278901991511,-0.009610978021776148,-0.09707407611868372,-0.056442226012389934,-0.016160037056402364,0
mille,17,128,316,474,638,878,1191,1630,2242,0.017087743856746173,-0.03303093360689647,-0.07102515299441203,-0.05971280187584424,-0.03724230876398176,-0.018801127496237,-0.007194214970558404,0.016743958370559826,0.05270045407573361,0
butternut,20,51,139,318,594,1115,1917,2994,4523,-0.014774747697696456,-0.01367605557025745,0.03430168728812653,0.0808809879398803,0.11274527283837642,0.13091609032280108,0.14783147356230117,0.15970477949200973,0.17569145877474132,0
story-telling,3,5,13,40,112,300,616,1192,2095,0.7467604552798841,0.5744867118639706,0.3918865455353082,0.1978103148981458,0.20337924373501437,0.24518620505935085,0.21798580045192276,0.2324697295787592,0.2385473512612812,0
parallelism,374,654,1024,1631,2368,3407,4677,5000,5000,0.3507385742439136,0.31178148819623047,0.30026816080651786,0.2958525900900745,0.28803203333623706,0.2797060708982554,0.27746501514786287,0.2780195227277299,0.2780195227277299,0
horoscope,0,0,0,1,3,12,40,121,447,NaN,NaN,NaN,-0.8885448916408669,0.1287859819892517,0.0503147053976459,0.02544638366355805,0.18930038363700305,0.22412235971261352,0
skein,8,12,19,34,66,147,319,653,1385,0.006633381331152294,-0.08797518350773281,-0.03233539621589467,0.14818678831453608,0.14703170863765905,0.17454166900383689,0.1775924726050365,0.1803488818115418,0.19086660281486517,0
sentimentalism,117,208,356,593,977,1500,2262,3271,4446,0.25646153244044184,0.23050482986618523,0.24471879848852116,0.21396844264690573,0.19839197737992859,0.20175281997827924,0.19039195360121597,0.1886991068043581,0.18341259457214754,0
thorax,571,776,1075,1515,2156,3062,4217,5000,5000,0.2984899706549064,0.2885497011461853,0.2844284518424011,0.27274828918921423,0.27255898361996594,0.26820617652235895,0.26330066900597565,0.26668268615374585,0.26668268615374585,0
swordsman,6,17,28,65,131,280,492,985,1850,0.18424486058788284,0.1655678160212556,0.05700409038778124,0.14123319354484695,0.12032020982584825,0.10131758861740445,0.10261788011252751,0.1443320439047789,0.15863737600100236,0
childishness,292,498,800,1193,1669,2373,3251,4436,5000,0.08426367779236503,0.0924976226447457,0.0771516375670333,0.07995013158815878,0.08800384795248846,0.0925341708307877,0.0983226686031779,0.10815593419574399,0.11521892661853428,0
alum,394,590,817,1106,1444,1929,2593,3647,5000,0.3410738689690152,0.33429871544813616,0.33929544106798787,0.343903175391931,0.3404226623198771,0.32548325320584365,0.3101171136281907,0.29775761091944164,0.2900585775535229,0
hostelry,14,36,91,150,277,482,858,1486,2592,0.15560828357905318,0.15371100954817704,0.08620183280680205,0.10359012324811971,0.14285048788448035,0.17909617221423305,0.20827399213913003,0.21982613084100394,0.21309496504460404,0
convertibility,27,80,210,477,910,1569,2507,3758,5000,0.31758807710761583,0.3979999589007889,0.42026785141964934,0.4429381667706836,0.41571056480400903,0.39177450550911447,0.3729509696179152,0.3661838848353384,0.35600105525387615,0
leave-taking,3,5,15,36,87,194,461,976,1899,-0.07462792733126382,-0.11641849999240708,-0.15202302078938823,-0.038992758611455076,-0.11792957218445059,-0.06926361565032568,-0.01395915757740047,0.04817418741137734,0.0827792424152075,0
colonist,0,1,5,12,42,99,236,569,1233,NaN,-0.5727554179566564,-0.004553205903946801,0.03501575673563014,-0.06885737701135977,0.04221783338960457,0.16237032071040933,0.16025036753502322,0.18107697906256154,0
ostracism,12,34,99,235,490,924,1646,2720,4134,-0.37077081740123075,-0.3063746786530693,-0.03011449075936468,0.055774097996687935,0.10565729595886234,0.1457425704507188,0.1664917113372097,0.18336117990477707,0.19420266444082723,0
ochre,78,176,381,720,1282,2137,3229,4556,5000,0.03870312044775812,0.041915635486070704,0.07395929522564822,0.12023979799846155,0.14575405879680778,0.18080925129374428,0.20394275830320852,0.22201794545041048,0.22712143816886404,0
neuralgia,192,293,421,559,715,959,1291,1844,2874,0.4752686396915973,0.4661852139409847,0.4897427172952622,0.4831492947251331,0.47289900833257653,0.4480263495542896,0.423396115840609,0.3852173459670028,0.33738520283936985,0
amulet,2,13,26,56,161,355,749,1512,2754,0.009798486556371,0.16839371074372936,0.028843484114146424,0.016591628467796667,-0.04973991557395278,-0.005695571002536293,0.027330939360996252,0.060088238922810844,0.08941182376999864,0
banisters,128,241,433,775,1326,2088,3074,4354,5000,0.30472031132392996,0.2852124107561359,0.28950156270825733,0.2796143096166249,0.2650434821091915,0.26186770362503464,0.24743125259083668,0.23759157409826073,0.2385571288890562,0
turnkey,12,22,57,109,242,492,1029,1878,3177,0.20070071210116866,0.13430574044120244,0.15357261948123652,0.14689193347324692,0.1751874066829444,0.1576321544335758,0.1859092153241885,0.19669345106126354,0.2043419067676138,0
marl,104,170,255,424,734,1243,1975,2898,4177,-0.012609055642454813,-0.006806563202269658,0.016232279884282396,0.03202501457198387,0.08019512312157218,0.11751035121091831,0.14425307675402366,0.16910330758362258,0.18335068537598292,0
ane,0,3,10,40,70,134,272,571,1205,NaN,-0.21909962677602154,-0.19269888323891765,-0.14192247813839692,-0.1520692110990633,-0.1536115134417307,-0.10237405043525752,-0.08327868267698228,-0.06290440369138284,0
schafft,2,8,27,82,191,466,962,1776,2966,-0.13815022285442685,0.10279913498510013,0.13277602004257621,0.15148595639910137,0.16499886502447944,0.1749279577043072,0.18387354355757662,0.19588508122960716,0.2002592836779628,0
exactitude,29,62,134,249,516,1009,1689,2768,4125,-0.35794082329736243,-0.20924753469576807,-0.03632175410603936,0.04600938069083406,0.12700216062408914,0.1506546929451786,0.1799783655744462,0.18242599815542385,0.1869868019663297,0
alluvium,241,403,667,1006,1513,2215,3271,4670,5000,0.11810246162681352,0.1452188606874803,0.1528572802109647,0.15370501796374683,0.16592366093369748,0.18433922742340766,0.2036131065518995,0.2191375192297564,0.22102594139768908,0
semi-circle,14,34,93,238,512,981,1694,2756,4138,0.05229625943457012,0.037257842866799964,0.035444851638656995,0.07041612992513445,0.09768772780256565,0.1385039807990567,0.16971825807755386,0.1880552978818928,0.20329801769115874,0
doubloon,21,49,95,176,341,680,1374,2488,3981,-0.04924822157288162,0.01267040895895666,0.020990330674517884,0.041859284338744036,0.11326297048799648,0.17618822174843662,0.20140288658406036,0.2284326856386374,0.23987790234619868,0
cohort,0,1,1,7,37,138,430,1098,2332,NaN,0.7084783057791895,0.7084783057791895,0.40470814451851683,0.36065797250183584,0.38560816675252835,0.3692687535655519,0.36808288293355595,0.33841797081969327,0
worshiper,4,17,41,112,257,548,1129,2127,3524,-0.705743571438094,-0.3603099018483423,-0.2640977608975887,-0.15848567497843627,-0.07454613825978412,-0.06597525854820124,-0.012395029107723507,0.03893674507537495,0.07770976694003146,0
icicle,5,22,77,231,561,1173,2235,3686,5000,0.06108573734992957,-0.04585691697166708,-0.02870385294967097,0.06991425768263596,0.09648798567678292,0.12165017554608357,0.14088542967459403,0.16264485560831837,0.17403412490841452,0
window-seat,196,346,598,976,1537,2333,3391,4736,5000,0.310928559191355,0.30230586293338757,0.2877445302776803,0.2837342401989014,0.2695433334372682,0.24694103548476398,0.2385200174422076,0.23252472218031864,0.23090368576224005,0
frill,163,276,429,676,1055,1660,2549,3832,5000,0.27657799672448097,0.30237503099077745,0.28109549306054454,0.2662083723166112,0.24370090874623127,0.22738967764073126,0.21645729815965536,0.21389130230000786,0.21207196098145786,0
deux,953,1183,1380,1572,1793,2063,2401,2824,3611,-0.086495244018026,-0.07615068696777093,-0.05658475743703917,-0.04247757764562744,-0.03140873234397876,-0.012116061128906553,0.005683973336007934,0.02538099865174132,0.05588789110436914,0
heliotrope,249,420,637,983,1456,2135,3127,4359,5000,0.10355285387856843,0.10111243002039144,0.1152748523857218,0.13024724674539667,0.1403904844633334,0.15326467038205746,0.15328023505835042,0.16169356194320736,0.17037378573709347,0
pincers,35,84,233,445,811,1345,2148,3326,4807,0.09922269320975513,0.09939518188516103,0.14057387349549183,0.1493399665407043,0.18966032289962048,0.19365207397989515,0.21535996440652777,0.22675404167767652,0.2377990646373879,0
