Word,DensityAtRadius0.550,DensityAtRadius0.525,DensityAtRadius0.500,DensityAtRadius0.475,DensityAtRadius0.450,DensityAtRadius0.425,DensityAtRadius0.400,DensityAtRadius0.375,DensityAtRadius0.350,SpearmanAtRadius0.550,SpearmanAtRadius0.525,SpearmanAtRadius0.500,SpearmanAtRadius0.475,SpearmanAtRadius0.450,SpearmanAtRadius0.425,SpearmanAtRadius0.400,SpearmanAtRadius0.375,SpearmanAtRadius0.350,IsNeologism
halogen,57,121,233,475,840,1466,2415,3716,5000,0.5036286982621034,0.4874097258197761,0.46896700718884426,0.4697615822087682,0.4444269936601537,0.404421492561469,0.3776072127296314,0.3515570022288833,0.34300861773400104,1
concealer,2,5,10,28,82,201,493,1114,2244,0.853676534241676,0.6568851554295656,0.5150492275349603,0.4884702512180713,0.39856950419182363,0.3812104514829644,0.34748009470829405,0.3089744529006163,0.28521506151588105,1
redshift,37,77,145,250,434,763,1277,2125,3295,0.5112249275482396,0.49491975330245525,0.46539255881436586,0.4452286117588063,0.42727354407498874,0.4014433861543345,0.366397760595967,0.35085633815683287,0.3396048474774668,1
futon,74,137,249,472,859,1494,2346,3573,5000,0.52736292468772,0.5046293601594474,0.46820282438096683,0.440434898294613,0.4124540376982009,0.3921806841746484,0.36144737484565365,0.34479780977021945,0.3251215495722682,1
byte,0,0,4,15,48,112,308,677,1368,NaN,NaN,0.6961256448051154,0.533702843064432,0.5147324646651659,0.5031804849473416,0.450875649662995,0.41306019838855124,0.39080948737972077,1
pancetta,432,596,812,1155,1745,2699,4224,5000,5000,0.37090384695839845,0.3238778392048731,0.2851216197858695,0.2580194643188029,0.2341942709385742,0.22778621500214005,0.21803504681614091,0.214410672654868,0.214410672654868,1
winemaker,0,0,2,5,21,85,241,563,1330,NaN,NaN,0.7405701442584838,0.7148252837069721,0.5009547781092131,0.5066965161279368,0.42891162561915924,0.3970994816381903,0.3504348016420428,1
seatpost,0,1,11,33,88,195,496,1093,2248,NaN,0.8627491532223923,0.7197015609273135,0.5966682976017228,0.45961703744473187,0.4264762296329247,0.3617831751072239,0.31243481929693484,0.281043891169588,1
single-payer,0,1,7,18,63,128,284,579,1064,NaN,0.8533586862485434,0.6075194843937879,0.630948082602811,0.6121663919461974,0.5882542621434187,0.5637915120427675,0.5254807990609839,0.49028626517396595,1
pre-test,0,0,0,6,25,104,336,782,1705,NaN,NaN,NaN,0.4733343723977323,0.4604608173096236,0.48404979173853907,0.46720185185475704,0.4468457344592163,0.41789542830241916,1
copycat,0,0,0,3,24,70,227,608,1377,NaN,NaN,NaN,0.30716687285372535,0.4550004330504834,0.45975735401025536,0.4300141437435734,0.43195482737033697,0.40231427208109155,1
interrater,0,2,11,36,108,291,743,1634,3146,NaN,0.8152430971488638,0.5551943354679945,0.49538489634241567,0.4335799132829948,0.4246033579804306,0.41476390213162057,0.39051253938194597,0.38248989344424306,1
signage,0,1,2,6,26,83,247,597,1262,NaN,0.43058385922515524,0.6064544636071969,0.6836906943923783,0.5575784337286025,0.500303506565393,0.4909153659345914,0.46132389635862253,0.43776576010033696,1
collegiality,9,18,53,144,348,768,1496,2568,4006,0.49492381587642303,0.3819889486902342,0.266361479033648,0.23755892414460078,0.21022993425828454,0.21156926955900493,0.21889071500509094,0.22985923795346572,0.23234115086565335,1
hummus,409,525,681,867,1153,1655,2522,3869,5000,0.40757720428540173,0.3969071573272138,0.36731469888908974,0.34698919808216117,0.32657738500901945,0.3019859103724563,0.2794758129625279,0.2574741296188738,0.253055767505127,1
celeb,0,0,1,6,22,82,220,621,1422,NaN,NaN,0.548018920080693,0.6846966012603891,0.6611261021749847,0.6124551891449752,0.55873773107902,0.4708808265252049,0.4263210031793515,1
smartphone,1,4,15,39,77,185,401,883,1718,0.9016810688970285,0.5789805808059877,0.5577754319082131,0.5854719137752756,0.5864743102248223,0.5955898375926244,0.5575093797254452,0.5394832504731389,0.506927420462448,1
tempeh,374,484,640,850,1198,1631,2312,3373,5000,0.4266969685375911,0.39762495728769565,0.3660270718658964,0.35049006103309355,0.32672171245541287,0.31075018262006304,0.2933825599428677,0.2793655277160999,0.2633037227824176,1
bulgur,101,188,274,392,562,761,1137,1777,2941,0.417209345529819,0.41238270471386396,0.36764947983378965,0.3416643442864045,0.31933691439426265,0.30470343089087537,0.2887588441651369,0.27453900675148923,0.24254255649732417,1
self-perception,1,6,17,86,267,608,1278,2305,3685,0.8736047721409534,0.5646482212635029,0.4836097161992197,0.5267895870593227,0.4642264267577206,0.42407372406346483,0.3851099083584456,0.3573702359483465,0.3372173302256951,1
menorah,1,1,4,21,73,196,466,1006,2088,0.35931858169918324,0.35931858169918324,0.1176880130776466,0.17141877984617965,0.16964101598934517,0.1471007568580388,0.12488942034718424,0.1409626352976498,0.1634547063123739,1
yellowfin,24,42,62,103,190,359,723,1342,2338,0.5992039466037448,0.4418514462636581,0.43901655989414773,0.3660775687808407,0.2924146196353173,0.27338924767482714,0.26680718415416893,0.26513586982577875,0.26743149134756766,1
mimesis,154,354,672,1145,1789,2718,3871,5000,5000,0.42939166239200616,0.3888392201342349,0.33408455459882286,0.2972854598550527,0.2704307802970173,0.24091197279374826,0.2229976830688073,0.21677070514996252,0.21677070514996252,1
fossa,151,238,359,518,725,1010,1474,2294,3598,0.3918702280283543,0.3694563797601932,0.34374172500802813,0.32790738952640197,0.31847031429773465,0.30033887264133613,0.28512221035366553,0.26186377498465296,0.2467080190117102,1
neuroscientist,25,36,60,104,142,228,392,634,1145,0.8084892529703883,0.7639826268560221,0.7329956374863694,0.6885678001074902,0.6437055012172228,0.5700758304461895,0.5288034220952594,0.4807802946990737,0.4513632524867971,1
marinara,511,658,873,1165,1650,2440,3784,5000,5000,0.35985719978878816,0.3499220515526912,0.34118005429334547,0.31694283180957966,0.30178764959776794,0.2820514459820523,0.26012961939849816,0.24805803306634974,0.24805803306634974,1
hijab,0,1,2,9,27,87,222,481,1148,NaN,0.6656346749226005,0.06543007673259277,0.2934191121162405,0.23296343127451602,0.247477831904015,0.25691564923354077,0.2538890635454862,0.2552270092024518,1
goalkeeper,1,4,23,49,93,171,286,563,1223,0.8893644052816398,0.8855603378631327,0.8186758262958149,0.759241794694457,0.7034644276532032,0.6623859758838848,0.6198857562863215,0.516722948588065,0.4019146219869529,1
weeknight,1,3,6,15,35,70,167,366,722,0.7840002145922227,0.7442770563652003,0.7345128765499626,0.6543992956113522,0.6030232846424357,0.5782225598234108,0.5319360672155783,0.4757511244742444,0.42613245585930776,1
wormhole,3,6,27,95,276,666,1405,2644,4385,0.6336142437830733,0.532932669973029,0.3684772756055579,0.33582257303443447,0.3049122653289873,0.2868547194877107,0.28541060171032595,0.270014125451943,0.25616117083110823,1
feedstock,80,201,369,655,1096,1613,2356,3377,4724,0.593852700233467,0.5356006600019338,0.5039596514038848,0.46070323536396784,0.4391536570672147,0.4354548496413378,0.42323213874600785,0.41043179577371314,0.39864428370131294,1
longline,1,8,23,69,180,406,841,1629,2834,0.6935135410722632,0.4558150384301187,0.3759535490101666,0.3061947549830641,0.2879971173426227,0.2897557910470764,0.2952878199538649,0.31046862038141293,0.3215860937590713,1
single-sex,1,3,10,25,55,105,217,495,1049,0.20306547435062874,0.4818166994792192,0.6771208147749945,0.56400984271184,0.5218321778066063,0.4870047936453699,0.4689363719827775,0.4391930966559128,0.4203941201251807,1
uptick,6,13,18,27,50,106,221,497,1033,0.781717464503183,0.7276648678953618,0.6218846525345948,0.5589094365207447,0.6084332069490086,0.5748607948700861,0.5683138544756802,0.5444492051068686,0.512335857213184,1
paralegal,4,10,24,57,134,287,547,1032,1831,0.5281344068838099,0.5639818628902254,0.6303637294414385,0.5569853416688282,0.548621459595284,0.513280299283151,0.4865019112395296,0.4507542907584999,0.4132659488931793,1
factorial,0,2,7,59,201,525,1083,1946,3282,NaN,0.6202519980330252,0.4703479080194056,0.43009791088506705,0.40879405672644653,0.4043336525998392,0.39027865573583337,0.3726291815228162,0.35953731265579264,1
headlamp,8,26,86,283,666,1314,2211,3434,4945,0.7634533000156039,0.599951644667223,0.47082434890819636,0.4280577187215206,0.3950485664932321,0.3638369541509656,0.34459273981321775,0.3257705780445722,0.30919725333891457,1
aromatherapy,4,14,34,70,155,322,702,1352,2579,0.4767948915079577,0.4846607498839969,0.3791170555381483,0.29193476183223593,0.27928912211915635,0.29926243491985377,0.29739064324181047,0.296348034987269,0.28247193652611746,1
nonattainment,1,4,25,87,266,665,1393,2550,3956,0.727470889599342,0.5890880324040687,0.4519914933534734,0.44160511463355867,0.426930197669585,0.4193225072040275,0.41728416497750415,0.4017064004987174,0.3922197628395488,1
lycopene,156,293,489,731,1028,1450,1996,2703,3831,0.5847416237884733,0.515876794276019,0.4971896253983855,0.4699757613445977,0.4459766835421782,0.4283632575864965,0.402783655947763,0.376255443772008,0.3461704416568869,1
off-the-shelf,11,33,95,204,406,764,1322,2112,3276,0.5294713824322688,0.5273113715679584,0.5273829906350189,0.5184316285624914,0.5074315185555757,0.5035881279717759,0.492963948287797,0.47018701813480135,0.45477093211588215,1
focuser,49,116,192,333,569,975,1593,2554,4062,0.47409932675641403,0.4566247662740684,0.4126685275059537,0.3933764014457168,0.3768770433071866,0.39092197743929563,0.3717841533142111,0.3679202662127668,0.34632955498442425,1
subsample,0,0,11,50,126,350,862,1705,3069,NaN,NaN,0.4954323427389632,0.4530824042138939,0.4245710293792147,0.38472720648577363,0.3895964286655532,0.38482013321376074,0.37612818007185506,1
focalization,22,82,214,427,806,1462,2505,4117,5000,0.4769651070211216,0.41230394098825196,0.39787014436137247,0.34542055465497573,0.295987885256405,0.27208925863695765,0.2546414113638158,0.24777605920140833,0.2417197622868017,1
ethicist,7,23,34,70,141,247,475,832,1433,0.7307844086382392,0.7590605045859518,0.7171675413156111,0.6147854162137136,0.5166752099508167,0.4417914663106725,0.42961083215599466,0.39309018387676714,0.3681715162824897,1
droid,0,0,7,17,28,97,231,592,1343,NaN,NaN,0.6668899717288597,0.6476227086034668,0.6343937719346793,0.585363926602606,0.548449043305372,0.46891853651499527,0.4262353818631814,1
decaf,93,169,280,424,643,1001,1693,2748,4271,0.49620914635656804,0.46882695426895693,0.43061213640614,0.38670994404508285,0.3647128347468945,0.3386589509056538,0.32146732594424965,0.29175557992071594,0.2763034677881965,1
germplasm,0,3,7,35,106,263,557,1149,2113,NaN,0.6241457300211197,0.3567527699103933,0.37931422624320615,0.3685515415456071,0.31998135580576664,0.32336804537850466,0.3239299543139302,0.3205414337927411,1
night-vision,7,15,30,62,134,260,475,892,1617,0.762173839610843,0.7418488548354364,0.6991804597573587,0.6328081916903714,0.5819258967213786,0.5426764515734589,0.4893952029697583,0.4392667273635738,0.4109148319992915,1
roadmap,1,3,10,32,103,228,497,922,1639,0.9243580778153969,0.7510731990794773,0.6891894714861435,0.5966188767664572,0.6047653657979525,0.6060303244180866,0.5557744975986512,0.4980055181768892,0.4787122546116043,1
returner,26,42,69,89,134,201,299,457,869,0.8117033700073203,0.7992451867131235,0.7532530577282,0.736930602317614,0.7025405964984763,0.6875912832185682,0.6551547108454837,0.6002291128379031,0.512362229495698,1
podcast,1,1,3,13,28,69,159,346,736,0.7113122190023062,0.7113122190023062,0.776962066536646,0.679250121938683,0.6848843459665153,0.6430745041678939,0.6079819304151896,0.5733115728251418,0.5227000318802467,1
vez,1372,1574,1805,2081,2465,2927,3674,4739,5000,-0.06287258713297342,-0.04878343015589097,-0.03693392987267455,-0.02521923018806707,-0.006953597913171747,0.012307173549749827,0.041907386090374484,0.07363983700944579,0.08021607405552571,1
storyline,1,2,6,9,36,103,249,599,1349,0.8245614035087718,0.6449948400412796,0.5064217355708595,0.6064102185049198,0.5345023632803506,0.5284035721381518,0.4616580148603466,0.4491586559738571,0.4308535774140351,1
chorizo,374,489,638,870,1200,1867,3058,4780,5000,0.4160203402800679,0.3813341955791733,0.342410004721748,0.30823709690399215,0.26786223036554063,0.22601088982245873,0.1920490389482964,0.18339744432855615,0.1814551478223679,1
seatbelt,49,125,264,520,940,1546,2449,3693,5000,0.5787787816429113,0.5202154455265798,0.462623515773135,0.44128528126351685,0.40978637837191484,0.39649213232092423,0.3821297880487558,0.35482933429674063,0.3363162896894671,1
transboundary,0,0,4,13,51,194,501,1196,2270,NaN,NaN,0.616549362692038,0.5908958437313448,0.5760599166856328,0.49726004097893,0.46185422266686277,0.4450633314998962,0.41831550282725505,1
mindfulness,0,2,21,71,226,550,1132,2073,3473,NaN,-0.2745929486265733,0.18375406493185464,0.18083006546540656,0.2734269909772132,0.2706081780213858,0.2687963996267873,0.2666613142281239,0.2610375567754018,1
peptide,343,577,835,1147,1497,1894,2423,3071,3879,0.49510678895159704,0.48558088583597553,0.4696374429121275,0.4499973175185263,0.440236497214768,0.42396986364774436,0.4096505901079519,0.39487308251143255,0.3727764335967785,1
toolbar,0,0,1,1,9,39,144,466,1206,NaN,NaN,0.3506115062819234,0.3506115062819234,0.6086427563859098,0.49485498503196457,0.4584622486256645,0.4316726874792205,0.39370882877369406,1
wasabi,489,674,932,1303,1819,2559,3761,5000,5000,0.31691151156935177,0.2929910837522521,0.2902709158588982,0.27581336280803614,0.26109762920533747,0.2545301547276203,0.24433920022005215,0.23870207896419934,0.23870207896419934,1
e-books,0,1,6,19,42,93,202,476,1079,NaN,0.6490253830509067,0.6483057845178077,0.5145668176404637,0.5359986862177596,0.48784869022830274,0.44589187383673545,0.402088057710753,0.3889910793315427,1
midrange,0,4,10,49,141,311,611,1182,2131,NaN,0.719357105273723,0.6381740999368073,0.6067824428122368,0.5533253106188405,0.5381437633034564,0.5125209705048382,0.5061608170822632,0.4715749285312549,1
hairstylist,1,1,3,13,46,124,322,746,1498,0.9230770460892811,0.9230770460892811,0.7515545187149476,0.7330624864672832,0.6347011083963212,0.5791790093540921,0.4889655834499794,0.433281373895844,0.39154565861372476,1
rollout,0,0,2,8,42,125,323,681,1305,NaN,NaN,0.7514493951510792,0.634281628157878,0.6449169800829385,0.6343803966091921,0.6251665875862785,0.6013148185194565,0.5835263523842524,1
low-intensity,0,0,0,4,9,25,79,278,787,NaN,NaN,NaN,0.4976700424224795,0.573789332029284,0.5548989018011998,0.5339772036553365,0.516181425894408,0.46822909294483667,1
mixed-use,10,16,31,52,86,169,352,734,1450,0.746670822320833,0.7311623656046837,0.68077839215353,0.6793603631651179,0.5845264272933853,0.5816184658161091,0.5335241070708007,0.4683729011729964,0.4352033095346285,1
motherboard,7,21,54,145,317,580,994,1748,2984,0.7298693698218798,0.6582132197192218,0.6462587538104514,0.5685203249817178,0.5610240571576071,0.5154595581013056,0.49083144415441465,0.4519907924135983,0.42172861202114664,1
perfusion,231,459,768,1159,1634,2221,2949,3943,5000,0.5051750703201854,0.46558144140725444,0.4552174428256211,0.4529024793102333,0.43740201043369525,0.4254323724050514,0.4067343862484092,0.3883642242390004,0.3708808799588867,1
takeaway,0,0,1,3,5,12,51,217,709,NaN,NaN,0.7823250679892386,0.5886430581929195,0.6678814667009286,0.6021754467941536,0.42099884100354995,0.3764724679671947,0.3534189173990695,1
radicchio,294,428,621,844,1183,1743,2623,4137,5000,0.3846365471986964,0.3186807367875749,0.2780206132739447,0.24581565613094752,0.21741630994584382,0.1930154321646595,0.1826732720509648,0.17820971300422633,0.1756741498952821,1
wideout,21,29,53,83,120,175,268,437,783,0.8134532952241603,0.7715266467485467,0.7384668773995515,0.7375400395570098,0.7250553610307375,0.6890276138342311,0.661612118844728,0.6121213402075215,0.5573800433908035,1
contrarian,0,0,4,8,42,134,342,804,1618,NaN,NaN,0.580978420773276,0.4771772056969246,0.480447667843233,0.46643131158583356,0.4362078947665701,0.3986137682679865,0.38395949689879194,1
out-of-wedlock,6,16,39,82,151,314,613,1235,2221,0.5274643787019784,0.6354653393358295,0.6072692567693454,0.54352492551323,0.518799620087349,0.4894944936836432,0.44735867113834277,0.41630328943976014,0.38441268368574927,1
sunblock,4,8,15,42,100,292,632,1267,2381,0.8440173294022447,0.7802038340892228,0.6856344124700343,0.6133942601451433,0.4651511334958005,0.3993880682608601,0.38247803689926313,0.3709691455424989,0.34385729891790917,1
low-dose,234,409,674,974,1298,1706,2255,3044,4087,0.5984999076789281,0.569107369979926,0.557448029366937,0.5383101318581301,0.5238314538194463,0.5018445060495864,0.47630495341633533,0.45091541908442234,0.42303410614519193,1
ergonomics,0,4,17,51,150,354,757,1453,2445,NaN,0.45874491345159046,0.5547697357715015,0.5645668142922807,0.5495274200776775,0.5302290546068408,0.5186495241808489,0.495336292929001,0.47302094485959295,1
lemongrass,645,909,1264,1755,2499,3642,5000,5000,5000,0.2557739703629233,0.25561185870877284,0.24739403482051384,0.23882686726133273,0.22743578537419892,0.22295731203335487,0.22087203321845655,0.22087203321845655,0.22087203321845655,1
camo,96,179,299,465,761,1246,2104,3261,4851,0.39818450772689856,0.4322930854633659,0.4090282764133546,0.40133353550076767,0.35519397847146417,0.31847941429207455,0.27906108973755583,0.2662006976451033,0.26865954694865485,1
quartile,1,2,8,25,68,176,441,926,1792,0.5639035264598437,0.6408824674929232,0.619193189036565,0.5353810136930521,0.5393258358846372,0.47207268443134126,0.41447478982072716,0.40649059579299457,0.40283501669208227,1
tendinitis,9,14,32,88,174,334,588,1012,1805,0.8016318908082807,0.6239465178880838,0.5523545440613887,0.53483741754275,0.5102509665104051,0.5255369961687273,0.5151673416133138,0.4811531802675766,0.43296540173467435,1
desde,1374,1564,1787,2042,2372,2808,3402,4328,5000,-0.05899508205454569,-0.04868553842878013,-0.03541608792123747,-0.02165012728532862,-0.009413978595820816,0.0071956599958636095,0.029379940394749827,0.06234458974844569,0.0831759291222352,1
roadie,1,2,21,109,377,986,2053,3614,5000,0.4009987210710213,0.5800370366748093,0.46557315810906696,0.43996148837569965,0.38210813709874736,0.3558845737476246,0.33858091774996457,0.31894788527813345,0.3106804769795496,1
varimax,0,2,14,93,271,624,1331,2472,4238,NaN,0.5444775765528296,0.38330910477476393,0.42525430095710276,0.41448743274942285,0.39475697183226865,0.39044381894977126,0.3728155462976889,0.3595753493822488,1
biofuel,23,59,121,258,541,999,1635,2512,3713,0.5948491420515275,0.5936748118442337,0.5755146478367122,0.5650659828867318,0.5461135067579097,0.509786076294298,0.49263252880473163,0.46721153619382616,0.44938009698208364,1
webcam,1,6,13,32,59,131,252,507,1005,0.8557063029920057,0.6866312140764609,0.5429829671089885,0.6183353926140095,0.6167254337855815,0.6065710506310572,0.5915671885910185,0.5543451304052577,0.513170005192901,1
contestation,6,22,97,301,704,1331,2299,3590,5000,0.5486881036377608,0.3617310671043574,0.4532278822527157,0.4261483836018316,0.3837507180141906,0.3571221555868932,0.32588750486508417,0.30290614521692805,0.2873765416574421,1
seagrass,34,97,223,461,865,1389,2241,3425,5000,0.3587920377487856,0.3119925381393674,0.25238099269081365,0.22698869046784323,0.21080320686084747,0.21052663974842667,0.229163547229341,0.2494956561568808,0.2666959347812343,1
right-click,0,1,1,1,4,14,52,178,581,NaN,0.3506115062819234,0.3506115062819234,0.3506115062819234,0.5543737119779193,0.5483311408391989,0.5244584812038562,0.5122269752789121,0.4405561880403825,1
drawdown,17,35,83,162,375,747,1363,2403,3842,0.7074725210642306,0.6570438015324374,0.6279773541473693,0.600783547444024,0.5344879208512685,0.49826478190337437,0.45256121946690886,0.42330614978454756,0.4019510519299683,1
orienteering,0,0,2,11,21,37,72,138,301,NaN,NaN,0.5964435470483058,0.6276699936294426,0.5810340061728443,0.5653259813566754,0.5774502755937438,0.5524693438786663,0.4912462504365828,1
aftermarket,9,44,114,259,464,812,1372,2183,3399,0.5731767908854721,0.5827510224759344,0.5705070870524045,0.5347353926702354,0.5310227437177332,0.5084512655672478,0.494111354457017,0.47846786375908235,0.4498884345585054,1
cultivar,23,65,165,293,442,691,1048,1645,2665,-0.05818549375806187,0.01182336119829469,0.01376027295609762,0.012708617314364158,0.05531413927187416,0.08771183806748924,0.10220855221693652,0.1224398788349463,0.14924424088817334,1
tilapia,76,169,313,510,774,1213,1758,2552,3661,0.4118591541362003,0.38123181043800497,0.33262701607231754,0.3078844801258098,0.27834815963985493,0.2557404731955827,0.2582297934966813,0.26051250165087697,0.2583802219196294,1
skinhead,1,2,8,32,79,193,441,1022,2108,0.7946693610559038,0.8071406274098949,0.7066369809198458,0.6722155934948206,0.593162280475818,0.5349798085658516,0.4716674024846871,0.42410642370331153,0.37826447136573277,1
frontman,2,6,10,24,74,188,457,1060,2167,0.8541277279948407,0.7391175011919451,0.7241831308696919,0.7066092426104525,0.6594705026190172,0.5876116928910509,0.48409659676488903,0.4162994231642712,0.35402556992349404,1
at-bat,31,44,76,113,190,302,581,1185,2367,0.7297013702644966,0.7093534688884329,0.7088496914342548,0.6960598661682197,0.6647198189169072,0.6266643736010136,0.5297238428312648,0.44397645564396593,0.37072821467456213,1
bifida,70,160,259,360,541,801,1128,1693,2645,0.6212436358858588,0.594878556540724,0.5690772540516258,0.561299143484753,0.5187575545630694,0.4864026747111587,0.45697657474006753,0.4184362219911751,0.3734686807796554,1
endometriosis,450,612,799,1038,1360,1842,2596,3705,5000,0.5683013374341882,0.5534663008094904,0.5319141709629579,0.506723940345113,0.48086060170048617,0.45395436943848966,0.4184906235314908,0.3849535512675811,0.3593941567152563,1
fettuccine,486,637,807,1080,1542,2354,3735,5000,5000,0.3711525157362922,0.3349670157838886,0.30353892952584227,0.290175484000203,0.2683779721307775,0.2328302429526505,0.20207811630551836,0.1946462960640266,0.1946462960640266,1
allele,15,66,206,438,713,1108,1635,2296,3196,0.5224560843678897,0.4900374350128903,0.4782671194998121,0.4701491717242793,0.4629700954463633,0.44918844990949364,0.4288389355435544,0.40202660497949627,0.3775962928874224,1
hatchback,8,19,31,54,85,168,324,687,1519,0.7395716164948694,0.7036301779905942,0.6701805112250943,0.6777763147267379,0.6351422189557786,0.5965423129679364,0.5629311017095453,0.49651207299478545,0.43846740806809337,1
bodybuilding,0,0,1,4,16,36,88,209,511,NaN,NaN,0.14362105648299978,0.4417906202555687,0.5302544550727106,0.5064951155972021,0.5818705588534696,0.5816373519854084,0.5822063338287108,1
musics,0,0,4,18,43,145,398,929,1878,NaN,NaN,0.5840892010989208,0.5345459325264894,0.4914227528649609,0.4438444637931118,0.3597423149590315,0.34753592282242457,0.3252185153552466,1
soft-tissue,431,660,977,1360,1851,2418,3118,4065,5000,0.44377016554011506,0.43879081803725667,0.4294165823134798,0.4218045197118389,0.41396607393018614,0.39974776110410337,0.3836735498680643,0.37267702218020377,0.36030914358267946,1
wiki,0,0,0,3,13,45,136,378,934,NaN,NaN,NaN,0.49346554803757764,0.4845118017129072,0.37982673636783293,0.3668789932207535,0.3997969917648838,0.3959804925395744,1
carpool,0,2,7,24,54,112,237,527,1107,NaN,0.814619524072657,0.6195918639606174,0.631347898597465,0.660927438666196,0.5975332040271136,0.530848346152263,0.48355434971800315,0.44982440774383226,1
ulama,3,9,27,82,200,438,894,1664,2879,0.30966194836334265,0.5299120039979175,0.3140151148170568,0.3243034084172808,0.30527459723101147,0.3073660201736017,0.2941399286576106,0.28719828395402486,0.2721944075793302,1
self-promotion,5,26,78,184,390,730,1370,2341,3724,0.22512054552535,0.2732342588042039,0.2671462209504413,0.20715543436909567,0.21861189268768105,0.21802556940216314,0.20707943271212986,0.20956624675625635,0.21410820399856648,1
winemaking,0,0,1,6,21,79,205,604,1533,NaN,NaN,0.8077921286188653,0.3778834132145427,0.44149755278622976,0.40780109824437455,0.38775925670094497,0.3586921920206765,0.3581928376117888,1
scallion,675,955,1406,2040,2932,4237,5000,5000,5000,0.2641638320835857,0.2375011081070924,0.22120676182625645,0.21365238390556465,0.20941462451285356,0.20826861717041897,0.2123768181853754,0.2123768181853754,0.2123768181853754,1
understory,142,243,428,723,1107,1639,2453,3562,5000,0.09354806540580876,0.10295101642702416,0.10816975329864698,0.11662425951933425,0.12558802335715136,0.14244468995640047,0.16083232122691782,0.18447911032801326,0.20511386518143926,1
lutein,140,304,517,827,1278,1808,2479,3426,4660,0.5797718876204763,0.5326562352958361,0.4928156800325244,0.46677152909660874,0.44423757026523103,0.42560881091745784,0.39308904061722755,0.3663515908346552,0.34204592382115817,1
remix,0,1,8,23,55,134,269,553,1140,NaN,0.8321783794042876,0.6768744420434418,0.6874825317732942,0.6180311678645263,0.5513660977883487,0.5259893567274877,0.4865064829615387,0.4368212772444074,1
fibromyalgia,200,302,414,559,727,990,1344,1865,2797,0.5928049223137032,0.5703503701950952,0.5572419003775508,0.5472819946039386,0.5353417823003802,0.5136276376888605,0.49969325884348476,0.46660757567471334,0.42906956603309443,1
arrhythmia,355,485,653,878,1137,1548,2163,3156,4703,0.5544122872523636,0.5227544887203326,0.5155516442190399,0.4985713092983811,0.4693857840616202,0.4393935559507583,0.4001975080804584,0.3654944730240921,0.33328907639859207,1
handover,5,14,32,83,166,329,613,1125,1955,0.692644844990325,0.6943003788667657,0.6484526015499246,0.5588667450460937,0.5466976491687057,0.49914155914076846,0.4817541279442191,0.45561386570385587,0.40928560322018626,1
inbox,0,0,1,3,8,25,65,155,446,NaN,NaN,0.9294196302803817,0.7623856893272878,0.703575372073995,0.699686803897919,0.5534843318946024,0.4540908640172078,0.42199847247837646,1
reboot,0,0,0,1,3,16,74,283,811,NaN,NaN,NaN,0.7849371717220908,0.6999126178354884,0.5699420553806263,0.525327797108935,0.47603299865435433,0.43446603912666215,1
lithium-ion,34,93,192,376,696,1177,1885,2849,4217,0.5629846031771559,0.5697244332588702,0.5683668286265681,0.5649774679247892,0.5400070436564325,0.524460759352528,0.5029450661032624,0.484416459514108,0.4613456073107306,1
fatwa,2,9,21,66,205,493,995,1820,3115,0.24738995972147781,0.49646132774389706,0.3756799410526395,0.3932432454841868,0.3317822115114049,0.2874376196125406,0.2659152400145628,0.22659298217628288,0.22296801639318403,1
workfare,15,29,58,137,281,496,874,1499,2456,0.68458853211426,0.6672644458107816,0.6137427514507227,0.6018850455019529,0.5829756011974965,0.5500033912551905,0.5124987974995355,0.48183546947217065,0.4422835312759475,1
dial-up,0,1,3,16,40,117,293,690,1469,NaN,0.6726167112094456,0.837261192475158,0.5882840140582505,0.5591174423048729,0.5531814316165485,0.49779479938735255,0.4711425389678835,0.45334429701819734,1
voicemail,4,4,10,22,40,87,223,508,1161,0.8795779435460952,0.8795779435460952,0.7390975981108837,0.6661411958188403,0.645157049958326,0.5992196946942699,0.4965352073207171,0.4498403747274554,0.38912407270528543,1
non-district,8,17,29,60,103,221,414,797,1673,0.772166203380711,0.7225211494659255,0.6948613604536453,0.6775163024719544,0.6545157072320222,0.6006112353052522,0.5401376615238699,0.46470389569290327,0.4017414780970139,1
burqa,0,0,1,8,28,75,205,485,1116,NaN,NaN,0.7907979043141206,0.41883955913770404,0.4138870590057945,0.3205558507996712,0.32622092474881914,0.29213551385378256,0.26458608841997633,1
student-teacher,1,1,6,17,49,181,485,1014,1976,0.6369727158039359,0.6369727158039359,0.6825799743394111,0.6913992098672201,0.5680840017864316,0.5408781786705663,0.496321183996126,0.46760311493220136,0.4392076716109529,1
adobo,365,525,755,1141,1736,2857,4539,5000,5000,0.356850916661946,0.3303527710017993,0.2986506660315922,0.2835492886714852,0.24687694595528445,0.1989472849079198,0.1818790976029246,0.18027225142921982,0.18027225142921982,1
chiasmus,24,73,187,477,977,1843,3077,4808,5000,0.18775928603296632,0.17862910074210528,0.2447180840812162,0.23252762884469153,0.22026699535828653,0.2061532796026255,0.1958218995196033,0.1871101722140433,0.18619667118908917,1
nachos,219,323,447,619,875,1391,2253,3606,5000,0.49962533146745935,0.4524426022471369,0.42273717668506894,0.38501804893882324,0.3510347781462666,0.3022679270642909,0.2653103994095742,0.24575173101842854,0.2372597244825631,1
